"cell_names","tSNE1","tSNE2","Cluster","Patient","SampleType","stype","invariantTCR","Units"
"NTC158-20161228",-31.9539007170539,-25.6497527692122,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC159-20161228",-12.2949634163109,-25.3175796626174,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC160-20161228",-27.5249956753059,-22.6893104323625,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC16-20161228",-12.265007043314,-26.6467715407024,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC162-20161228",-31.1652011282771,-25.2659765678919,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC164-20161228",-14.6136701138464,-20.7933884981394,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC165-20161228",-32.5736035047274,-24.2552632084989,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC167-20161228",-27.3802621022239,-22.0596068868397,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC168-20161228",-14.5374570253166,-20.8984060954772,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC170-20161228",-8.32576049208196,-20.3217334771261,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC172-20161228",-17.3454697223896,-26.0019869334165,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC173-20161228",-15.4718260235287,-16.6844507114649,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC174-20161228",-6.60676569835386,-11.4611210317531,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC175-20161228",-5.26388818394254,-11.471596210425,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC176-20161228",-11.864669311818,-10.6120704191357,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC177-20161228",-6.72163154204372,-12.2527922427242,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC178-20161228",-15.9939752519395,-30.4199884185464,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC180-20161228",-11.1456238198189,-10.8739759002185,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC181-20161228",-31.7878108950125,-28.0899991535063,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC18-20161228",-15.9321252613986,-17.2431038740706,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC182-20161228",-8.78097737809979,-13.3690130466831,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC187-20161228",-2.9279876432841,-10.825535070004,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC188-20161228",-30.6193812613517,-24.9428382435426,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC190-20161228",-30.451259786074,-25.0385507711275,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC191-20161228",-7.9023619623473,-13.4321576710498,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC19-20161228",-31.9751399905049,-27.2402676545936,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC192-20161228",-26.7614734707454,-24.5336357431276,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC193-20161228",-11.6663563129831,-24.8594928623998,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC194-20161228",-6.15117544256714,-12.2141118784473,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC195-20161228",-30.6582302405013,-28.1924869527616,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC196-20161228",-1.11304743861727,-16.9960829143734,"CD8_C03-CX3CR1","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC197-20161228",-16.9347710865953,-16.5336003243928,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC199-20161228",-31.1828305306365,-24.7877765485512,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC200-20161228",-15.5334448027454,-14.5353576659905,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC201-20161228",-29.2360768386224,-24.6677642535728,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC20-20161228",-7.13533637259504,-10.2947234651487,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC202-20161228",-2.25517004929744,-33.7452807323425,"CD8_C03-CX3CR1","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC203-20161228",-17.6500900018183,-29.4939864450958,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC204-20161228",-5.73019250592705,-10.9972425369191,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC209-20161228",-31.445266880235,-25.1448053707081,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC211-20161228",-15.3365139405813,-13.4067415006641,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC21-20161228",-13.3992593871674,-27.7623735004292,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC214-20161228",-9.29734444027823,-13.698529848941,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC216-20161228",-30.5678460055197,-25.102842441087,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC217-20161228",-9.2310745089303,-13.6796601683473,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC218-20161228",4.70215315261156,-4.13980521702821,"MAIT","P1228","NTC","CD8","MAIT","log2(TPM + 1)"
"NTC219-20161228",-1.28580313709758,-33.3944099792775,"CD8_C03-CX3CR1","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC220-20161228",-15.4210335982861,-13.1415261762422,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC22-20161228",-16.7039505538139,-17.223950071503,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC222-20161228",-17.6868657005825,-26.3384185815294,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC225-20161228",-5.25788923450828,-13.2839356275488,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC226-20161228",-15.6498171140729,-27.6215886318276,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC228-20161228",-5.88773878749744,-12.3116650532869,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC229-20161228",-30.7205730592982,-24.4893233735521,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC230-20161228",-20.4737704953663,-14.7121162132773,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC23-20161228",-15.0042877202185,-17.5972194769238,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC232-20161228",4.44883044711673,-4.22707761075588,"MAIT","P1228","NTC","CD8","MAIT","log2(TPM + 1)"
"NTC233-20161228",-31.6253018099794,-28.7976864815738,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC234-20161228",-16.0909909849202,-15.1139500729084,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC236-20161228",-15.0818619589776,-13.5834788530933,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC238-20161228",-8.11242545661885,-12.1529258351839,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC239-20161228",-5.44315109727093,-11.2249430983589,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC24-20161228",-15.7484431512391,-17.3932746288196,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC242-20161228",-28.3133072008347,-22.0999010577749,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC244-20161228",-31.3302271633824,-23.3147284066122,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC245-20161228",-16.9178235436312,-16.4514024185664,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC246-20161228",-2.31171358740643,-10.7461510900338,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC247-20161228",-6.24123098985543,-11.82024192373,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC248-20161228",-6.80672773642063,-13.1331541123462,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC250-20161228",-31.3632112167272,-23.5846245003204,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC25-20161228",-14.6740950153495,-20.4877299148696,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC252-20161228",-16.7562008036215,-15.9653109308601,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC254-20161228",-31.9721818445961,-25.8076353340613,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC257-20161228",-31.4084708859262,-24.8838604730482,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC259-20161228",-7.7484620373102,-13.1389404309663,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC261-20161228",-32.2809792947279,-27.7472396854106,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC26-20161228",-14.4907781582901,-20.6012861670043,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC262-20161228",-5.03821983313,-10.9108660346653,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC263-20161228",-31.6691529924028,-24.9986970760895,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC264-20161228",-30.9296537860891,-25.3263538718267,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC265-20161228",-29.8818686830706,-24.9174542475679,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC266-20161228",-31.4287854884968,-28.4393039904509,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC268-20161228",-16.1287391331804,-16.4878112633655,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC271-20161228",-2.77511880183896,-25.737370354487,"CD8_C03-CX3CR1","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC27-20161228",-15.2037028811637,-17.6750802792424,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC274-20161228",-31.2181887655175,-28.2841936093384,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC275-20161228",-31.6427722023823,-28.2035923252848,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC276-20161228",-30.1454911649377,-24.3650857196178,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC278-20161228",-30.0449207273302,-25.7646636249953,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC28-20161228",-7.61892568144079,-9.54877116262791,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC282-20161228",-30.3561867563607,-25.0436632244729,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC283-20161228",-31.0723324233899,-24.8342722677532,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC284-20161228",-7.12783304839991,-13.2597798879482,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC285-20161228",-31.4774125561938,-28.141732522369,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC288-20161228",-6.73053594490445,-12.9091457566558,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC29-20161228",-31.9740368454873,-26.1294588258881,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC31-20161228",-31.1530270734301,-26.0836486860846,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC3-20161228",-26.1519534066566,-26.1518470790919,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC32-20161228",-31.4048160397316,-26.2530459779291,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC33-20161228",-14.7564218319982,-17.856699705058,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC34-20161228",29.5404642580431,-19.7863384841426,"CD8_C01-CCR7","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC35-20161228",-7.72205646733431,-11.4836986016612,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC38-20161228",-8.26674288449703,-11.3428962627538,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC39-20161228",-2.64940819997514,-12.2594955745383,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC40-20161228",-28.0778662749946,-21.9126001400193,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC41-20161228",-13.7150054906644,-13.4295456235497,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC4-20161228",-30.3879289215693,-27.4119103031967,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC42-20161228",-15.0238550249688,-17.709554404053,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC43-20161228",-14.8318563058204,-17.4929933559082,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC44-20161228",-13.7622897093339,-27.6313799399557,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC45-20161228",-31.2887110185851,-25.7941725177871,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC47-20161228",-2.94999182563901,-33.6327567217431,"CD8_C03-CX3CR1","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC48-20161228",-13.4643149028475,-27.8795581357754,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC5-20161228",-8.16738492487976,-11.6273142717723,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC52-20161228",-31.5801342337265,-26.8436431118661,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC53-20161228",-6.94032262431057,-9.49399862800777,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC55-20161228",-27.6256244185176,-21.5420244911656,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC56-20161228",-21.7841032817683,-26.1937747958225,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC57-20161228",-9.94502726258988,-5.824136051525,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC58-20161228",-31.9760656137744,-27.1736485733079,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC59-20161228",-32.5769641916977,-21.4904503376069,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC60-20161228",-14.9826911896309,-17.3623056570582,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC61-20161228",-30.5542054071142,-27.0742941056159,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC6-20161228",-15.1800245859564,-21.666181495765,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC63-20161228",-5.90797899054011,-9.6577381197477,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC64-20161228",-15.0764070851318,-17.7071211331858,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC65-20161228",-16.3099318839292,-18.6017298155546,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC66-20161228",-6.9263733182922,-9.75230858933454,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC67-20161228",-31.2241827165995,-26.0872275415066,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC68-20161228",-31.1258592289215,-25.7201342481137,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC69-20161228",-28.4383032316895,-24.7776710674248,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC70-20161228",-14.6256167691317,-20.6334172401279,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC71-20161228",-7.63416437444418,-9.6214069772957,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC72-20161228",-4.11513951079006,-9.1280489003298,"CD8_C02-GPR183","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC73-20161228",-7.94612006635896,-11.6830209504895,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC74-20161228",-32.6012512414577,-21.4654256380966,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC75-20161228",-7.68169851396728,-10.810113665899,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC77-20161228",-5.33437962037534,-17.5197722780564,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC78-20161228",-14.9820347811803,-19.1099437447914,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC79-20161228",-6.37706908351856,-9.77253888839673,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC80-20161228",-6.58505130634073,-9.59696514051371,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC81-20161228",-13.68175683357,-13.8307480759583,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC8-20161228",-18.1236251201106,-27.5463036619956,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC82-20161228",-15.6242713835359,-11.5714603975285,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC83-20161228",-15.2561702545609,-17.6777441016276,"CD8_C05-CD6","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC84-20161228",-12.3001540084434,-18.9040170577131,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC85-20161228",-13.6502179974527,-14.0600014184445,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC87-20161228",-8.33973670761384,-9.59918655855362,"CD8_C04-GZMK","P1228","NTC","CD8","diverse","log2(TPM + 1)"
"NTC88-20161228",-31.1612907673675,-26.0465574195474,"CD8_C06-CD160","P1228","NTC","CD8","diverse","log2(TPM + 1)"
